macro,file,line,type,size_i386,size_amd64
EFIIOC_SET_TIME,sys/sys/efiio.h,53,struct efi_tm,16,16
EFIIOC_VAR_GET,sys/sys/efiio.h,54,struct efi_var_ioc,36,56
EFIIOC_VAR_NEXT,sys/sys/efiio.h,55,struct efi_var_ioc,36,56
EFIIOC_VAR_SET,sys/sys/efiio.h,56,struct efi_var_ioc,36,56
DEV_ATTACH,sys/sys/bus.h,121,struct devreq,140,152
DEV_CLEAR_DRIVER,sys/sys/bus.h,128,struct devreq,140,152
DEV_DELETE,sys/sys/bus.h,130,struct devreq,140,152
DEV_DETACH,sys/sys/bus.h,122,struct devreq,140,152
DEV_DISABLE,sys/sys/bus.h,124,struct devreq,140,152
DEV_ENABLE,sys/sys/bus.h,123,struct devreq,140,152
DEV_FREEZE,sys/sys/bus.h,131,struct devreq,140,152
DEV_RESCAN,sys/sys/bus.h,129,struct devreq,140,152
DEV_RESET,sys/sys/bus.h,133,struct devreq,140,152
DEV_RESUME,sys/sys/bus.h,126,struct devreq,140,152
DEV_SET_DRIVER,sys/sys/bus.h,127,struct devreq,140,152
DEV_SUSPEND,sys/sys/bus.h,125,struct devreq,140,152
DEV_THAW,sys/sys/bus.h,132,struct devreq,140,152
AACIO_STATS,sys/sys/aac_ioctl.h,55,union aac_statrequest,8,8
MEMRANGE_GET,sys/sys/memrange.h,45,struct mem_range_op,12,16
MEMRANGE_SET,sys/sys/memrange.h,46,struct mem_range_op,12,16
MTIOCERRSTAT,sys/sys/mtio.h,330,union mterrstat,256,256
MTIOCEXTGET,sys/sys/mtio.h,342,struct mtextget,208,216
MTIOCEXTLOCATE,sys/sys/mtio.h,341,struct mtlocate,92,96
MTIOCGET,sys/sys/mtio.h,316,struct mtget,76,76
MTIOCGETEOTMODEL,sys/sys/mtio.h,338,u_int32_t,4,4
MTIOCHLOCATE,sys/sys/mtio.h,329,u_int32_t,4,4
MTIOCPARAMGET,sys/sys/mtio.h,343,struct mtextget,208,216
MTIOCPARAMSET,sys/sys/mtio.h,344,struct mtparamset,268,272
MTIOCRBLIM,sys/sys/mtio.h,340,struct mtrblim,12,12
MTIOCRDHPOS,sys/sys/mtio.h,327,u_int32_t,4,4
MTIOCRDSPOS,sys/sys/mtio.h,326,u_int32_t,4,4
MTIOCSETEOTMODEL,sys/sys/mtio.h,336,u_int32_t,4,4
MTIOCSETLIST,sys/sys/mtio.h,345,struct mtsetlist,12,16
MTIOCSLOCATE,sys/sys/mtio.h,328,u_int32_t,4,4
MTIOCTOP,sys/sys/mtio.h,315,struct mtop,8,8
WDIOC_GETPRETIMEOUT,sys/sys/watchdog.h,44,int,4,4
WDIOC_GETTIMELEFT,sys/sys/watchdog.h,43,int,4,4
WDIOC_GETTIMEOUT,sys/sys/watchdog.h,42,int,4,4
WDIOC_SETPRETIMEOUT,sys/sys/watchdog.h,45,int,4,4
WDIOC_SETPRETIMEOUTACT,sys/sys/watchdog.h,47,int,4,4
WDIOC_SETSOFT,sys/sys/watchdog.h,50,int,4,4
WDIOC_SETSOFTTIMEOUTACT,sys/sys/watchdog.h,51,int,4,4
WDIOC_SETTIMEOUT,sys/sys/watchdog.h,41,int,4,4
CPUCTL_CPUID,sys/sys/cpuctl.h,57,cpuctl_cpuid_args_t,20,20
CPUCTL_CPUID_COUNT,sys/sys/cpuctl.h,61,cpuctl_cpuid_count_args_t,24,24
CPUCTL_MSRCBIT,sys/sys/cpuctl.h,60,cpuctl_msr_args_t,12,16
CPUCTL_MSRSBIT,sys/sys/cpuctl.h,59,cpuctl_msr_args_t,12,16
CPUCTL_RDMSR,sys/sys/cpuctl.h,55,cpuctl_msr_args_t,12,16
CPUCTL_UPDATE,sys/sys/cpuctl.h,58,cpuctl_update_args_t,8,16
CPUCTL_WRMSR,sys/sys/cpuctl.h,56,cpuctl_msr_args_t,12,16
PCIOCATTACHED,sys/sys/pciio.h,162,struct pci_io,20,20
PCIOCBARMMAP,sys/sys/pciio.h,165,struct pci_bar_mmap,40,48
PCIOCGETBAR,sys/sys/pciio.h,163,struct pci_bar_io,32,32
PCIOCGETCONF,sys/sys/pciio.h,159,struct pci_conf_io,36,48
PCIOCLISTVPD,sys/sys/pciio.h,164,struct pci_list_vpd_io,16,24
PCIOCREAD,sys/sys/pciio.h,160,struct pci_io,20,20
PCIOCWRITE,sys/sys/pciio.h,161,struct pci_io,20,20
PPS_IOC_FETCH,sys/sys/timepps.h,132,struct pps_fetch_args,48,88
PPS_IOC_FETCH_FFCOUNTER,sys/sys/timepps.h,134,struct pps_fetch_ffc_args,64,104
PPS_IOC_GETCAP,sys/sys/timepps.h,131,int,4,4
PPS_IOC_GETPARAMS,sys/sys/timepps.h,130,pps_params_t,32,56
PPS_IOC_KCBIND,sys/sys/timepps.h,133,struct pps_kcbind_args,12,12
PPS_IOC_SETPARAMS,sys/sys/timepps.h,129,pps_params_t,32,56
MDIOCATTACH,sys/sys/mdioctl.h,81,struct md_ioctl,436,448
MDIOCDETACH,sys/sys/mdioctl.h,82,struct md_ioctl,436,448
MDIOCLIST,sys/sys/mdioctl.h,84,struct md_ioctl,436,448
MDIOCQUERY,sys/sys/mdioctl.h,83,struct md_ioctl,436,448
MDIOCRESIZE,sys/sys/mdioctl.h,85,struct md_ioctl,436,448
FD_FORM,sys/sys/fdcio.h,129,struct fd_formb,164,164
FD_GDTYPE,sys/sys/fdcio.h,146,enum fd_drivetype,4,4
FD_GOPTS,sys/sys/fdcio.h,133,int,4,4
FD_GSTAT,sys/sys/fdcio.h,144,struct fdc_status,28,28
FD_GTYPE,sys/sys/fdcio.h,130,struct fd_type,48,48
FD_READID,sys/sys/fdcio.h,138,struct fdc_readid,4,4
FD_SOPTS,sys/sys/fdcio.h,134,int,4,4
FD_STYPE,sys/sys/fdcio.h,131,struct fd_type,48,48
ALT_READ_TG_MEM,sys/sys/tiio.h,330,struct tg_mem,12,24
ALT_READ_TG_REG,sys/sys/tiio.h,332,struct tg_reg,8,8
ALT_WRITE_TG_MEM,sys/sys/tiio.h,331,struct tg_mem,12,24
ALT_WRITE_TG_REG,sys/sys/tiio.h,333,struct tg_reg,8,8
TIIOCGETPARAMS,sys/sys/tiio.h,320,struct ti_params,28,28
TIIOCGETSTATS,sys/sys/tiio.h,319,struct ti_stats,1024,1024
TIIOCGETTRACE,sys/sys/tiio.h,323,struct ti_trace_buf,16,24
TIIOCSETPARAMS,sys/sys/tiio.h,321,struct ti_params,28,28
TIIOCSETTRACE,sys/sys/tiio.h,322,ti_trace_type,4,4
CDRIOCBLANK,sys/sys/cdrio.h,121,int,4,4
CDRIOCFIXATE,sys/sys/cdrio.h,131,int,4,4
CDRIOCFORMAT,sys/sys/cdrio.h,139,struct cdr_format_params,12,12
CDRIOCGETBLOCKSIZE,sys/sys/cdrio.h,135,int,4,4
CDRIOCGETPROGRESS,sys/sys/cdrio.h,137,int,4,4
CDRIOCINITTRACK,sys/sys/cdrio.h,128,struct cdr_track,12,12
CDRIOCINITWRITER,sys/sys/cdrio.h,127,int,4,4
CDRIOCNEXTWRITEABLEADDR,sys/sys/cdrio.h,126,int,4,4
CDRIOCREADFORMATCAPS,sys/sys/cdrio.h,138,struct cdr_format_capacities,268,268
CDRIOCREADSPEED,sys/sys/cdrio.h,132,int,4,4
CDRIOCSENDCUE,sys/sys/cdrio.h,129,struct cdr_cuesheet,20,32
CDRIOCSETBLOCKSIZE,sys/sys/cdrio.h,136,int,4,4
CDRIOCWRITESPEED,sys/sys/cdrio.h,133,int,4,4
DIOCGATTR,sys/sys/disk.h,142,struct diocgattr_arg,324,328
DIOCGIDENT,sys/sys/disk.h,85,char [ DISK_IDENT_SIZE ],256,256
DIOCGPHYSPATH,sys/sys/disk.h,124,char [ MAXPATHLEN ],1024,1024
DIOCGPROVIDERNAME,sys/sys/disk.h,106,char [ MAXPATHLEN ],1024,1024
DIOCSKERNELDUMP,sys/sys/disk.h,154,struct diocskerneldump_arg,76,80
DIOCZONECMD,sys/sys/disk.h,144,struct disk_zone_args,108,128
PIOCGFL,sys/sys/pioctl.h,62,unsigned int,4,4
PIOCSTATUS,sys/sys/pioctl.h,61,struct procfs_status,20,32
PIOCWAIT,sys/sys/pioctl.h,58,struct procfs_status,20,32
IOV_CONFIG,sys/sys/iov.h,254,struct pci_iov_arg,8,16
IOV_GET_SCHEMA,sys/sys/iov.h,256,struct pci_iov_schema,12,24
AIOGCAP,sys/sys/soundcard.h,306,snd_capabilities,28,56
AIOGFMT,sys/sys/soundcard.h,250,snd_chan_param,16,32
AIOGMIX,sys/sys/soundcard.h,264,snd_mix_param,4,4
AIOGSIZE,sys/sys/soundcard.h,142,struct snd_size,8,8
AIONWRITE,sys/sys/soundcard.h,137,int,4,4
AIOSFMT,sys/sys/soundcard.h,251,snd_chan_param,16,32
AIOSMIX,sys/sys/soundcard.h,265,snd_mix_param,4,4
AIOSSIZE,sys/sys/soundcard.h,143,struct snd_size,8,8
AIOSTOP,sys/sys/soundcard.h,273,int,4,4
AIOSYNC,sys/sys/soundcard.h,287,snd_sync_parm,8,16
MIOGPASSTHRU,sys/sys/soundcard.h,774,int,4,4
MIOSPASSTHRU,sys/sys/soundcard.h,773,int,4,4
OSS_GETVERSION,sys/sys/soundcard.h,1733,int,4,4
SNDCTL_AUDIOINFO,sys/sys/soundcard.h,1989,oss_audioinfo,1180,1180
SNDCTL_AUDIOINFO_EX,sys/sys/soundcard.h,1995,oss_audioinfo,1180,1180
SNDCTL_CARDINFO,sys/sys/soundcard.h,1993,oss_card_info,1176,1176
SNDCTL_COPR_HALT,sys/sys/soundcard.h,993,copr_debug_buf,20,20
SNDCTL_COPR_LOAD,sys/sys/soundcard.h,987,copr_buffer,4016,4016
SNDCTL_COPR_RCODE,sys/sys/soundcard.h,989,copr_debug_buf,20,20
SNDCTL_COPR_RCVMSG,sys/sys/soundcard.h,995,copr_msg,4004,4004
SNDCTL_COPR_RDATA,sys/sys/soundcard.h,988,copr_debug_buf,20,20
SNDCTL_COPR_RUN,sys/sys/soundcard.h,992,copr_debug_buf,20,20
SNDCTL_COPR_SENDMSG,sys/sys/soundcard.h,994,copr_msg,4004,4004
SNDCTL_COPR_WCODE,sys/sys/soundcard.h,991,copr_debug_buf,20,20
SNDCTL_COPR_WDATA,sys/sys/soundcard.h,990,copr_debug_buf,20,20
SNDCTL_DSP_BIND_CHANNEL,sys/sys/soundcard.h,1717,int,4,4
SNDCTL_DSP_COOKEDMODE,sys/sys/soundcard.h,1628,int,4,4
SNDCTL_DSP_CURRENT_IPTR,sys/sys/soundcard.h,1669,oss_count_t,140,144
SNDCTL_DSP_CURRENT_OPTR,sys/sys/soundcard.h,1670,oss_count_t,140,144
SNDCTL_DSP_GETBLKSIZE,sys/sys/soundcard.h,785,int,4,4
SNDCTL_DSP_GETCAPS,sys/sys/soundcard.h,829,int,4,4
SNDCTL_DSP_GETCHANNELMASK,sys/sys/soundcard.h,1716,int,4,4
SNDCTL_DSP_GETERROR,sys/sys/soundcard.h,1597,audio_errinfo,104,112
SNDCTL_DSP_GETFMTS,sys/sys/soundcard.h,806,int,4,4
SNDCTL_DSP_GETIPEAKS,sys/sys/soundcard.h,1707,oss_peaks_t,256,256
SNDCTL_DSP_GETIPTR,sys/sys/soundcard.h,933,count_info,12,12
SNDCTL_DSP_GETISPACE,sys/sys/soundcard.h,820,audio_buf_info,16,16
SNDCTL_DSP_GETODELAY,sys/sys/soundcard.h,945,int,4,4
SNDCTL_DSP_GETOPEAKS,sys/sys/soundcard.h,1708,oss_peaks_t,256,256
SNDCTL_DSP_GETOPTR,sys/sys/soundcard.h,934,count_info,12,12
SNDCTL_DSP_GETOSPACE,sys/sys/soundcard.h,819,audio_buf_info,16,16
SNDCTL_DSP_GETPLAYVOL,sys/sys/soundcard.h,1595,int,4,4
SNDCTL_DSP_GETRECVOL,sys/sys/soundcard.h,1684,int,4,4
SNDCTL_DSP_GETTRIGGER,sys/sys/soundcard.h,919,int,4,4
SNDCTL_DSP_GET_CHNORDER,sys/sys/soundcard.h,1691,unsigned long long,8,8
SNDCTL_DSP_GET_PLAYTGT,sys/sys/soundcard.h,1682,int,4,4
SNDCTL_DSP_GET_RECSRC,sys/sys/soundcard.h,1678,int,4,4
SNDCTL_DSP_LOW_WATER,sys/sys/soundcard.h,1652,int,4,4
SNDCTL_DSP_MAPINBUF,sys/sys/soundcard.h,941,buffmem_desc,8,16
SNDCTL_DSP_MAPOUTBUF,sys/sys/soundcard.h,942,buffmem_desc,8,16
SNDCTL_DSP_POLICY,sys/sys/soundcard.h,1709,int,4,4
SNDCTL_DSP_SETBLKSIZE,sys/sys/soundcard.h,786,int,4,4
SNDCTL_DSP_SETFMT,sys/sys/soundcard.h,787,int,4,4
SNDCTL_DSP_SETFRAGMENT,sys/sys/soundcard.h,803,int,4,4
SNDCTL_DSP_SETPLAYVOL,sys/sys/soundcard.h,1596,int,4,4
SNDCTL_DSP_SETRECVOL,sys/sys/soundcard.h,1685,int,4,4
SNDCTL_DSP_SETTRIGGER,sys/sys/soundcard.h,920,int,4,4
SNDCTL_DSP_SET_CHNORDER,sys/sys/soundcard.h,1692,unsigned long long,8,8
SNDCTL_DSP_SET_PLAYTGT,sys/sys/soundcard.h,1683,int,4,4
SNDCTL_DSP_SET_RECSRC,sys/sys/soundcard.h,1679,int,4,4
SNDCTL_DSP_SPEED,sys/sys/soundcard.h,783,int,4,4
SNDCTL_DSP_STEREO,sys/sys/soundcard.h,784,int,4,4
SNDCTL_DSP_SUBDIVIDE,sys/sys/soundcard.h,802,int,4,4
SNDCTL_DSP_SYNCGROUP,sys/sys/soundcard.h,1611,oss_syncgroup,72,72
SNDCTL_DSP_SYNCSTART,sys/sys/soundcard.h,1612,int,4,4
SNDCTL_ENGINEINFO,sys/sys/soundcard.h,1994,oss_audioinfo,1180,1180
SNDCTL_FM_4OP_ENABLE,sys/sys/soundcard.h,332,int,4,4
SNDCTL_FM_LOAD_INSTR,sys/sys/soundcard.h,323,struct sbi_instrument,40,40
SNDCTL_GETLABEL,sys/sys/soundcard.h,2004,oss_label_t,16,16
SNDCTL_GETSONG,sys/sys/soundcard.h,2001,oss_longname_t,64,64
SNDCTL_MIDIINFO,sys/sys/soundcard.h,1991,oss_midi_info,1256,1256
SNDCTL_MIDI_INFO,sys/sys/soundcard.h,328,struct midi_info,116,128
SNDCTL_MIDI_MPUCMD,sys/sys/soundcard.h,772,mpu_command_rec,33,33
SNDCTL_MIDI_MPUMODE,sys/sys/soundcard.h,771,int,4,4
SNDCTL_MIDI_PRETIME,sys/sys/soundcard.h,770,int,4,4
SNDCTL_MIXERINFO,sys/sys/soundcard.h,1992,oss_mixerinfo,1136,1136
SNDCTL_MIX_ENUMINFO,sys/sys/soundcard.h,1990,oss_mixer_enuminfo,3528,3528
SNDCTL_MIX_EXTINFO,sys/sys/soundcard.h,1985,oss_mixext,220,220
SNDCTL_MIX_NREXT,sys/sys/soundcard.h,1984,int,4,4
SNDCTL_MIX_NRMIX,sys/sys/soundcard.h,1983,int,4,4
SNDCTL_MIX_READ,sys/sys/soundcard.h,1986,oss_mixer_value,52,52
SNDCTL_MIX_WRITE,sys/sys/soundcard.h,1987,oss_mixer_value,52,52
SNDCTL_PMGR_ACCESS,sys/sys/soundcard.h,333,struct patmgr_info,4024,8040
SNDCTL_PMGR_IFACE,sys/sys/soundcard.h,476,struct patmgr_info,4024,8040
SNDCTL_SEQ_CTRLRATE,sys/sys/soundcard.h,319,int,4,4
SNDCTL_SEQ_GETINCOUNT,sys/sys/soundcard.h,321,int,4,4
SNDCTL_SEQ_GETOUTCOUNT,sys/sys/soundcard.h,320,int,4,4
SNDCTL_SEQ_GETTIME,sys/sys/soundcard.h,336,int,4,4
SNDCTL_SEQ_NRMIDIS,sys/sys/soundcard.h,327,int,4,4
SNDCTL_SEQ_NRSYNTHS,sys/sys/soundcard.h,326,int,4,4
SNDCTL_SEQ_OUTOFBAND,sys/sys/soundcard.h,335,struct seq_event_rec,8,8
SNDCTL_SEQ_PERCMODE,sys/sys/soundcard.h,322,int,4,4
SNDCTL_SEQ_RESETSAMPLES,sys/sys/soundcard.h,325,int,4,4
SNDCTL_SEQ_TESTMIDI,sys/sys/soundcard.h,324,int,4,4
SNDCTL_SEQ_THRESHOLD,sys/sys/soundcard.h,329,int,4,4
SNDCTL_SETLABEL,sys/sys/soundcard.h,2003,oss_label_t,16,16
SNDCTL_SETNAME,sys/sys/soundcard.h,2002,oss_longname_t,64,64
SNDCTL_SETSONG,sys/sys/soundcard.h,2000,oss_longname_t,64,64
SNDCTL_SYNTH_INFO,sys/sys/soundcard.h,318,struct synth_info,140,152
SNDCTL_SYNTH_MEMAVL,sys/sys/soundcard.h,331,int,4,4
SNDCTL_SYSINFO,sys/sys/soundcard.h,1980,oss_sysinfo,1248,1248
SNDCTL_TMR_METRONOME,sys/sys/soundcard.h,354,int,4,4
SNDCTL_TMR_SELECT,sys/sys/soundcard.h,355,int,4,4
SNDCTL_TMR_SOURCE,sys/sys/soundcard.h,347,int,4,4
SNDCTL_TMR_TEMPO,sys/sys/soundcard.h,346,int,4,4
SNDCTL_TMR_TIMEBASE,sys/sys/soundcard.h,342,int,4,4
SOUND_MIXER_INFO,sys/sys/soundcard.h,1195,mixer_info,92,92
SOUND_PCM_READ_BITS,sys/sys/soundcard.h,953,int,4,4
SOUND_PCM_READ_CHANNELS,sys/sys/soundcard.h,952,int,4,4
SOUND_PCM_READ_FILTER,sys/sys/soundcard.h,954,int,4,4
SOUND_PCM_READ_RATE,sys/sys/soundcard.h,951,int,4,4
SOUND_PCM_WRITE_CHANNELS,sys/sys/soundcard.h,793,int,4,4
SOUND_PCM_WRITE_FILTER,sys/sys/soundcard.h,795,int,4,4
FIOASYNC,sys/sys/filio.h,51,int,4,4
FIOBMAP2,sys/sys/filio.h,72,struct fiobmap2_arg,16,16
FIODGNAME,sys/sys/filio.h,60,struct fiodgname_arg,8,16
FIODTYPE,sys/sys/filio.h,54,int,4,4
FIOGETLBA,sys/sys/filio.h,55,int,4,4
FIOGETOWN,sys/sys/filio.h,53,int,4,4
FIONBIO,sys/sys/filio.h,50,int,4,4
FIONREAD,sys/sys/filio.h,49,int,4,4
FIONSPACE,sys/sys/filio.h,62,int,4,4
FIONWRITE,sys/sys/filio.h,61,int,4,4
FIOSETOWN,sys/sys/filio.h,52,int,4,4
FBIOGATTR,sys/sys/fbio.h,226,struct fbgattr,88,88
FBIOGCURMAX,sys/sys/fbio.h,276,struct fbcurpos,4,4
FBIOGCURPOS,sys/sys/fbio.h,273,struct fbcurpos,4,4
FBIOGCURSOR,sys/sys/fbio.h,269,struct fbcursor,44,72
FBIOGETCMAP,sys/sys/fbio.h,201,struct fbcmap,20,32
FBIOGETCMAPI,sys/sys/fbio.h,330,struct fbcmap_i,28,40
FBIOGINFO,sys/sys/fbio.h,187,struct fbinfo,24,32
FBIOGTYPE,sys/sys/fbio.h,107,struct fbtype,24,24
FBIOGVIDEO,sys/sys/fbio.h,235,int,4,4
FBIOGXINFO,sys/sys/fbio.h,291,struct brd_info,16,24
FBIOMONINFO,sys/sys/fbio.h,313,struct mon_info,32,56
FBIOPUTCMAP,sys/sys/fbio.h,200,struct fbcmap,20,32
FBIOPUTCMAPI,sys/sys/fbio.h,329,struct fbcmap_i,28,40
FBIOSATTR,sys/sys/fbio.h,225,struct fbsattr,40,40
FBIOSCURPOS,sys/sys/fbio.h,272,struct fbcurpos,4,4
FBIOSCURSOR,sys/sys/fbio.h,268,struct fbcursor,44,72
FBIOSVIDEO,sys/sys/fbio.h,234,int,4,4
FBIO_ADAPTER,sys/sys/fbio.h,588,int,4,4
FBIO_ADPINFO,sys/sys/fbio.h,590,struct video_adapter_info,164,208
FBIO_ADPTYPE,sys/sys/fbio.h,589,int,4,4
FBIO_BLANK,sys/sys/fbio.h,620,int,4,4
FBIO_FINDMODE,sys/sys/fbio.h,594,struct video_info,164,192
FBIO_GETDISPSTART,sys/sys/fbio.h,603,video_display_start_t,8,8
FBIO_GETLINEWIDTH,sys/sys/fbio.h,607,u_int,4,4
FBIO_GETMODE,sys/sys/fbio.h,595,int,4,4
FBIO_GETPALETTE,sys/sys/fbio.h,611,video_color_palette_t,24,40
FBIO_GETWINORG,sys/sys/fbio.h,599,u_int,4,4
FBIO_MODEINFO,sys/sys/fbio.h,593,struct video_info,164,192
FBIO_SETDISPSTART,sys/sys/fbio.h,604,video_display_start_t,8,8
FBIO_SETLINEWIDTH,sys/sys/fbio.h,608,u_int,4,4
FBIO_SETMODE,sys/sys/fbio.h,596,int,4,4
FBIO_SETPALETTE,sys/sys/fbio.h,612,video_color_palette_t,24,40
FBIO_SETWINORG,sys/sys/fbio.h,600,u_int,4,4
SPIGENIOC_TRANSFER,sys/sys/spigenio.h,48,struct spigen_transfer,16,32
SPIGENIOC_TRANSFER_MMAPPED,sys/sys/spigenio.h,50,struct spigen_transfer_mmapped,8,16
TIOCCONS,sys/sys/ttycom.h,93,int,4,4
TIOCEXT,sys/sys/ttycom.h,91,int,4,4
TIOCFLUSH,sys/sys/ttycom.h,68,int,4,4
TIOCGDRAINWAIT,sys/sys/ttycom.h,79,int,4,4
TIOCGETA,sys/sys/ttycom.h,70,struct termios,44,44
TIOCGETD,sys/sys/ttycom.h,75,int,4,4
TIOCGPGRP,sys/sys/ttycom.h,134,int,4,4
TIOCGPTN,sys/sys/ttycom.h,67,int,4,4
TIOCGSID,sys/sys/ttycom.h,94,int,4,4
TIOCGWINSZ,sys/sys/ttycom.h,100,struct winsize,8,8
TIOCMBIC,sys/sys/ttycom.h,115,int,4,4
TIOCMBIS,sys/sys/ttycom.h,116,int,4,4
TIOCMGDTRWAIT,sys/sys/ttycom.h,85,int,4,4
TIOCMGET,sys/sys/ttycom.h,102,int,4,4
TIOCMSDTRWAIT,sys/sys/ttycom.h,86,int,4,4
TIOCMSET,sys/sys/ttycom.h,117,int,4,4
TIOCOUTQ,sys/sys/ttycom.h,131,int,4,4
TIOCPKT,sys/sys/ttycom.h,120,int,4,4
TIOCSDRAINWAIT,sys/sys/ttycom.h,80,int,4,4
TIOCSETA,sys/sys/ttycom.h,71,struct termios,44,44
TIOCSETAF,sys/sys/ttycom.h,73,struct termios,44,44
TIOCSETAW,sys/sys/ttycom.h,72,struct termios,44,44
TIOCSETD,sys/sys/ttycom.h,76,int,4,4
TIOCSPGRP,sys/sys/ttycom.h,133,int,4,4
TIOCSTI,sys/sys/ttycom.h,130,char,1,1
TIOCSWINSZ,sys/sys/ttycom.h,99,struct winsize,8,8
TIOCTIMESTAMP,sys/sys/ttycom.h,83,struct timeval,8,16
TIOCUCNTL,sys/sys/ttycom.h,97,int,4,4
CHIOEXCHANGE,sys/sys/chio.h,272,struct changer_exchange,14,14
CHIOGPARAMS,sys/sys/chio.h,276,struct changer_params,8,8
CHIOGPICKER,sys/sys/chio.h,274,int,4,4
CHIOGSTATUS,sys/sys/chio.h,280,struct changer_element_status_request,12,16
CHIOMOVE,sys/sys/chio.h,271,struct changer_move,10,10
CHIOPOSITION,sys/sys/chio.h,273,struct changer_position,6,6
CHIOSETVOLTAG,sys/sys/chio.h,279,struct changer_set_voltag_request,42,42
CHIOSPICKER,sys/sys/chio.h,275,int,4,4
OCHIOGSTATUS,sys/sys/chio.h,278,struct changer_element_status_request,12,16
PTIOCGETTIMEOUT,sys/sys/ptio.h,36,int,4,4
PTIOCSETTIMEOUT,sys/sys/ptio.h,37,int,4,4
GETFKEY,sys/sys/kbio.h,231,fkeyarg_t,20,20
GIO_DEADKEYMAP,sys/sys/kbio.h,244,accentmap_t,1578,1578
GIO_KEYMAPENT,sys/sys/kbio.h,246,keyarg_t,40,40
KBADDKBD,sys/sys/kbio.h,74,keyboard_info_t,36,36
KBRELKBD,sys/sys/kbio.h,75,keyboard_info_t,36,36
KDGETLED,sys/sys/kbio.h,57,int,4,4
KDGETREPEAT,sys/sys/kbio.h,91,keyboard_repeat_t,8,8
KDGKBINFO,sys/sys/kbio.h,83,keyboard_info_t,36,36
KDGKBMODE,sys/sys/kbio.h,17,int,4,4
KDGKBSTATE,sys/sys/kbio.h,36,int,4,4
KDGKBTYPE,sys/sys/kbio.h,50,int,4,4
KDSETREPEAT,sys/sys/kbio.h,90,keyboard_repeat_t,8,8
OGIO_KEYMAP,sys/sys/kbio.h,241,okeymap_t,2562,2562
OPIO_KEYMAP,sys/sys/kbio.h,242,okeymap_t,2562,2562
PIO_DEADKEYMAP,sys/sys/kbio.h,245,accentmap_t,1578,1578
PIO_KEYMAPENT,sys/sys/kbio.h,247,keyarg_t,40,40
SETFKEY,sys/sys/kbio.h,232,fkeyarg_t,20,20
CFIOCQRY,sys/sys/cfictl.h,47,struct cfiocqry,12,24
JOY_GETTIMEOUT,sys/sys/joystick.h,46,int,4,4
JOY_GET_X_OFFSET,sys/sys/joystick.h,49,int,4,4
JOY_GET_Y_OFFSET,sys/sys/joystick.h,50,int,4,4
JOY_SETTIMEOUT,sys/sys/joystick.h,45,int,4,4
JOY_SET_X_OFFSET,sys/sys/joystick.h,47,int,4,4
JOY_SET_Y_OFFSET,sys/sys/joystick.h,48,int,4,4
IB_USER_MAD_REGISTER_AGENT,sys/ofed/include/uapi/rdma/ib_user_mad.h,245,struct ib_user_mad_reg_req,28,28
IB_USER_MAD_REGISTER_AGENT2,sys/ofed/include/uapi/rdma/ib_user_mad.h,252,struct ib_user_mad_reg_req2,40,40
IB_USER_MAD_UNREGISTER_AGENT,sys/ofed/include/uapi/rdma/ib_user_mad.h,247,__u32,4,4
CIOCASYMFEAT,sys/opencrypto/cryptodev.h,345,u_int32_t,4,4
CIOCCRYPT,sys/opencrypto/cryptodev.h,343,struct crypt_op,28,48
CIOCCRYPTAEAD,sys/opencrypto/cryptodev.h,349,struct crypt_aead,40,64
CIOCFINDDEV,sys/opencrypto/cryptodev.h,348,struct crypt_find_op,36,36
CIOCFSESSION,sys/opencrypto/cryptodev.h,342,u_int32_t,4,4
CIOCGSESSION,sys/opencrypto/cryptodev.h,341,struct session_op,28,48
CIOCGSESSION2,sys/opencrypto/cryptodev.h,346,struct session2_op,48,64
CIOCKEY,sys/opencrypto/cryptodev.h,344,struct crypt_kop,80,144
CIOCKEY2,sys/opencrypto/cryptodev.h,347,struct crypt_kop,80,144
CRIOGET,sys/opencrypto/cryptodev.h,336,u_int32_t,4,4
AUDITPIPE_DELETE_PRESELECT_AUID,sys/security/audit/audit_ioctl.h,70,au_id_t,4,4
AUDITPIPE_GET_PRESELECT_AUID,sys/security/audit/audit_ioctl.h,67,struct auditpipe_ioctl_preselect,12,12
AUDITPIPE_GET_PRESELECT_FLAGS,sys/security/audit/audit_ioctl.h,62,au_mask_t,8,8
AUDITPIPE_GET_PRESELECT_MODE,sys/security/audit/audit_ioctl.h,72,int,4,4
AUDITPIPE_GET_PRESELECT_NAFLAGS,sys/security/audit/audit_ioctl.h,64,au_mask_t,8,8
AUDITPIPE_SET_PRESELECT_AUID,sys/security/audit/audit_ioctl.h,69,struct auditpipe_ioctl_preselect,12,12
AUDITPIPE_SET_PRESELECT_FLAGS,sys/security/audit/audit_ioctl.h,63,au_mask_t,8,8
AUDITPIPE_SET_PRESELECT_MODE,sys/security/audit/audit_ioctl.h,73,int,4,4
AUDITPIPE_SET_PRESELECT_NAFLAGS,sys/security/audit/audit_ioctl.h,65,au_mask_t,8,8
IOCTL_GNTDEV_ALLOC_GREF,sys/xen/gntdev.h,133,struct ioctl_gntdev_alloc_gref,20,24
IOCTL_GNTDEV_DEALLOC_GREF,sys/xen/gntdev.h,148,struct ioctl_gntdev_dealloc_gref,12,16
IOCTL_GNTDEV_GET_OFFSET_FOR_VADDR,sys/xen/gntdev.h,183,struct ioctl_gntdev_get_offset_for_vaddr,20,24
